delivery_date,wings,tenders,fries_reg,fries_large,veggies,dips,drinks,flavours
2024-03-07,5268,650,122,154,116,462,175,772
2024-03-08,5749,821,138,183,159,720,268,872
2024-03-09,5530,750,148,170,155,633,256,846
2024-03-10,5393,731,158,176,154,636,278,790
2024-03-11,5279,519,113,141,170,664,248,772
2024-03-12,4348,661,123,135,142,320,255,692
2024-03-13,5026,588,125,155,124,498,212,737
2024-03-14,4835,639,121,150,136,394,284,775
2024-03-15,5616,758,137,165,157,662,268,856
2024-03-16,5626,708,185,161,132,644,283,921
2024-03-17,5511,837,158,169,157,716,288,888
2024-03-18,4763,638,154,155,152,441,231,764
2024-03-19,5314,700,133,138,145,570,208,854
2024-03-20,4461,717,120,152,176,320,191,759
2024-03-21,4703,712,124,162,121,320,211,705
2024-03-22,6281,640,137,180,153,720,335,839
2024-03-23,5681,733,158,181,149,720,244,900
2024-03-24,5341,889,140,172,145,576,218,840
2024-03-25,4855,581,138,136,127,413,260,768
2024-03-26,4965,550,116,127,158,501,186,740
2024-03-27,4711,588,136,145,169,468,272,783
2024-03-28,4852,692,126,179,146,451,225,821
2024-03-29,5248,876,147,147,150,527,279,838
2024-03-30,5809,827,141,168,143,720,356,901
2024-03-31,5657,705,149,175,155,720,215,840
2024-04-01,5130,568,139,150,114,526,153,784
2024-04-02,4913,780,143,131,112,409,171,824
2024-04-03,4996,715,127,147,140,545,232,723
2024-04-04,5568,630,125,99,149,656,224,746
2024-04-05,5549,722,155,184,158,720,250,856
2024-04-06,5819,652,152,145,147,677,246,930
2024-04-07,5709,793,178,180,150,720,253,852
2024-04-08,4805,719,142,120,129,394,244,800
2024-04-09,5946,617,125,161,130,720,203,668
2024-04-10,5043,637,145,150,122,477,136,718
2024-04-11,5222,633,141,115,137,518,258,784
2024-04-12,5975,855,145,197,146,720,283,821
2024-04-13,5950,755,162,171,162,720,226,849
2024-04-14,5916,745,145,171,183,720,234,814
2024-04-15,4985,696,140,152,153,519,265,794
2024-04-16,5549,638,114,162,151,720,271,828
2024-04-17,5217,666,113,156,132,558,222,777
2024-04-18,4966,715,97,153,157,582,249,819
2024-04-19,5809,748,156,172,150,720,209,892
2024-04-20,5754,722,143,182,172,710,201,907
2024-04-21,5269,786,169,202,171,675,343,792
2024-04-22,4837,709,126,172,139,439,209,742
2024-04-23,4809,669,121,167,149,489,175,701
2024-04-24,4999,853,145,140,146,523,165,808
2024-04-25,4941,644,130,171,129,360,233,688
2024-04-26,5645,831,156,191,170,720,229,888
2024-04-27,5597,814,149,203,154,720,277,873
2024-04-28,5940,766,154,169,151,720,186,903
2024-04-29,4568,635,138,165,115,345,238,762
2024-04-30,5470,592,105,165,132,515,214,803
2024-05-01,4558,814,120,152,123,350,215,708
2024-05-02,5989,615,124,167,165,720,172,767
2024-05-03,5092,811,130,158,161,606,243,927
2024-05-04,6003,793,135,203,150,720,334,892
2024-05-05,6111,532,147,192,174,720,241,785
2024-05-06,5145,518,144,171,133,555,211,768
2024-05-07,4598,694,110,117,138,347,231,737
2024-05-08,5660,661,133,154,154,713,238,786
2024-05-09,4361,525,129,146,148,320,243,716
2024-05-10,5746,654,154,139,166,688,238,905
2024-05-11,5830,632,141,145,137,720,275,889
2024-05-12,5961,747,146,153,155,720,219,877
2024-05-13,4959,865,114,148,120,444,206,790
2024-05-14,4843,637,125,125,131,410,223,780
2024-05-15,4918,632,109,160,130,500,273,753
2024-05-16,4642,649,134,144,132,406,240,748
2024-05-17,5171,779,140,176,163,490,256,892
2024-05-18,5973,756,126,195,167,720,221,882
2024-05-19,5988,713,159,140,146,720,217,927
2024-05-20,5720,666,122,146,147,602,197,810
2024-05-21,4634,598,130,155,131,375,244,829
2024-05-22,4956,647,148,140,121,482,263,773
2024-05-23,4966,549,129,172,123,455,205,736
2024-05-24,5837,779,155,155,138,720,233,938
2024-05-25,6410,887,138,183,173,720,239,919
2024-05-26,5750,756,131,184,157,720,262,880
2024-05-27,4984,705,128,124,148,427,167,724
2024-05-28,5099,643,104,143,156,483,213,797
2024-05-29,5278,722,97,181,149,711,189,698
2024-05-30,5003,631,138,169,139,466,241,751
2024-05-31,5631,820,165,192,159,613,247,847
2024-06-01,5705,701,167,174,143,720,245,874
2024-06-02,6084,812,177,199,171,720,300,810
2024-06-03,4815,699,138,197,139,430,291,754
2024-06-04,5062,713,128,163,152,503,305,705
2024-06-05,4408,704,156,165,146,347,214,735
2024-06-06,5066,713,132,164,137,525,246,741
2024-06-07,6187,710,164,165,151,720,296,895
2024-06-08,5943,894,158,164,146,720,244,877
2024-06-09,6188,855,173,230,156,720,325,810
2024-06-10,4736,686,144,165,123,400,287,761
2024-06-11,4709,563,136,175,145,345,158,775
2024-06-12,4686,698,137,150,142,527,276,765
2024-06-13,5126,527,132,123,164,609,262,765
2024-06-14,5207,732,189,196,153,509,339,872
2024-06-15,5135,683,152,191,164,562,314,877
2024-06-16,6122,722,190,183,148,720,275,814
2024-06-17,5103,517,148,144,135,547,339,722
2024-06-18,4947,599,135,155,152,435,336,775
2024-06-19,4646,624,136,182,117,320,223,784
2024-06-20,5432,747,152,167,151,541,173,775
2024-06-21,5398,743,169,198,174,720,291,859
2024-06-22,5788,706,165,230,164,720,255,910
2024-06-23,6016,801,170,212,179,720,279,905
2024-06-24,4684,600,145,137,152,327,228,753
2024-06-25,5014,626,145,167,134,438,290,686
2024-06-26,4928,617,151,142,133,452,289,772
2024-06-27,4586,616,156,146,139,355,231,854
2024-06-28,5606,779,158,203,173,699,281,843
2024-06-29,5349,820,161,150,186,609,274,931
2024-06-30,5700,736,153,164,159,720,296,857
2024-07-01,5007,521,151,171,168,483,209,758
2024-07-02,4885,680,146,145,117,461,302,763
2024-07-03,5285,721,149,153,143,638,268,786
2024-07-04,4838,636,144,167,156,320,248,757
2024-07-05,5270,795,159,187,187,694,306,887
2024-07-06,5692,887,177,180,141,720,281,824
2024-07-07,5900,729,174,201,152,720,263,859
2024-07-08,4814,729,142,193,165,380,130,797
2024-07-09,4880,589,139,161,158,454,298,777
2024-07-10,4892,623,152,183,154,432,253,780
2024-07-11,4866,571,136,164,149,515,192,739
2024-07-12,5625,803,161,185,141,720,277,851
2024-07-13,5659,826,155,178,179,720,310,888
2024-07-14,5738,723,177,214,176,702,336,861
2024-07-15,4736,638,156,178,136,451,252,740
2024-07-16,4752,679,145,143,152,377,310,711
2024-07-17,4937,601,134,159,165,470,215,696
2024-07-18,4398,612,138,164,108,320,288,817
2024-07-19,5087,691,157,196,144,679,285,870
2024-07-20,6307,746,172,180,142,720,371,896
2024-07-21,5846,679,178,169,139,720,362,940
2024-07-22,4842,603,126,169,142,480,283,753
2024-07-23,5195,601,152,159,146,561,249,788
2024-07-24,4450,575,142,142,134,320,299,765
2024-07-25,5360,671,139,170,150,660,241,702
2024-07-26,5149,725,139,226,169,559,239,910
2024-07-27,5360,676,158,195,170,720,325,874
2024-07-28,6107,701,146,181,150,720,245,858
2024-07-29,5217,770,125,145,129,591,238,735
2024-07-30,5251,717,145,153,144,541,237,742
2024-07-31,5324,667,158,192,146,547,288,776
2024-08-01,5911,672,154,173,139,720,258,778
2024-08-02,6154,769,162,187,142,720,262,908
2024-08-03,5847,769,166,179,147,720,288,913
2024-08-04,6235,719,173,194,145,720,307,857
2024-08-05,4886,638,171,135,147,431,221,750
2024-08-06,5234,701,148,188,158,599,225,777
2024-08-07,5175,593,127,132,141,550,199,797
2024-08-08,5053,744,150,149,146,536,224,710
2024-08-09,5785,677,181,186,185,660,289,924
2024-08-10,5438,736,163,181,164,606,279,892
2024-08-11,5675,677,180,206,146,677,245,893
2024-08-12,5096,705,142,151,153,476,254,706
2024-08-13,4801,721,137,183,107,387,240,821
2024-08-14,4591,697,158,155,135,366,187,744
2024-08-15,5447,687,144,170,148,660,224,814
2024-08-16,6211,795,157,175,156,720,213,891
2024-08-17,6201,788,159,179,165,720,301,895
2024-08-18,6132,668,170,187,160,720,322,923
2024-08-19,5149,642,143,137,159,505,267,784
2024-08-20,4564,585,164,173,132,342,290,793
2024-08-21,4487,764,157,165,123,389,265,709
2024-08-22,4919,869,146,155,126,562,280,809
2024-08-23,5837,835,157,196,165,720,296,852
2024-08-24,5772,630,140,208,156,720,317,923
2024-08-25,5937,882,173,199,164,720,322,788
2024-08-26,4795,652,136,160,166,485,219,744
2024-08-27,4553,699,143,133,141,372,285,757
2024-08-28,4870,789,146,181,132,482,188,744
2024-08-29,4577,608,161,157,150,444,245,795
2024-08-30,5936,756,176,226,152,720,243,909
2024-08-31,6145,710,142,181,169,720,291,856
2024-09-01,6680,772,157,175,168,720,216,887
2024-09-02,5777,731,135,133,129,720,228,756
2024-09-03,5107,571,105,94,138,699,292,726
2024-09-04,5552,547,114,128,137,683,230,783
2024-09-05,5382,653,117,126,119,682,206,695
2024-09-06,6303,660,169,162,171,720,215,877
2024-09-07,6519,756,154,149,169,720,267,906
2024-09-08,6559,772,157,185,182,720,260,907
2024-09-09,5328,557,136,146,123,656,277,703
2024-09-10,5858,480,125,183,135,720,251,700
2024-09-11,5525,654,152,128,135,630,179,799
2024-09-12,5509,611,124,140,133,605,210,747
2024-09-13,6060,758,152,162,159,720,338,837
2024-09-14,6005,673,162,165,164,720,253,899
2024-09-15,6507,706,162,157,180,720,234,836
2024-09-16,5177,620,101,146,133,629,237,735
2024-09-17,5340,634,148,135,130,562,161,771
2024-09-18,5571,740,142,193,139,684,168,784
2024-09-19,5541,696,116,156,143,699,193,802
2024-09-20,7000,670,158,121,170,720,232,828
2024-09-21,6250,806,127,166,154,720,270,833
2024-09-22,6160,856,158,156,157,720,231,814
2024-09-23,5263,747,125,148,142,720,220,798
2024-09-24,5291,632,130,136,137,669,188,760
2024-09-25,5748,592,143,151,138,632,205,773
2024-09-26,6111,690,144,128,138,720,184,794
2024-09-27,6582,767,146,155,186,720,267,860
2024-09-28,6338,759,154,186,150,720,256,813
2024-09-29,6212,712,155,208,134,720,244,886
2024-09-30,5005,720,130,149,113,534,254,752
2024-10-01,5911,729,122,179,141,720,224,762
2024-10-02,4579,637,114,179,162,453,210,725
2024-10-03,5270,786,122,108,154,699,286,796
2024-10-04,6746,751,125,173,170,720,246,840
2024-10-05,5974,876,172,172,165,720,279,936
2024-10-06,5790,780,156,182,184,720,244,898
2024-10-07,5529,606,133,162,143,634,201,744
2024-10-08,5205,672,135,168,128,555,282,754
2024-10-09,5511,638,144,171,156,683,185,827
2024-10-10,5800,618,147,140,160,720,183,780
2024-10-11,6599,900,141,198,161,720,248,874
2024-10-12,5954,769,161,177,153,720,253,882
2024-10-13,6713,767,133,162,163,720,305,936
2024-10-14,5546,703,113,158,125,688,341,771
2024-10-15,5198,679,124,133,169,651,234,746
2024-10-16,5391,758,134,95,174,656,234,798
2024-10-17,5663,702,125,128,144,720,194,735
2024-10-18,6752,715,145,166,160,720,231,882
2024-10-19,6403,829,172,200,174,720,228,875
2024-10-20,6530,805,157,170,172,720,288,873
2024-10-21,5208,590,122,155,147,506,200,769
2024-10-22,5185,680,126,137,141,607,186,752
2024-10-23,5664,597,110,122,134,648,206,818
2024-10-24,5017,630,156,157,135,524,237,819
2024-10-25,6139,694,133,174,141,720,217,912
2024-10-26,6147,775,130,175,144,720,341,907
2024-10-27,6280,900,139,193,140,720,199,883
2024-10-28,5520,628,143,140,145,720,161,734
2024-10-29,5519,694,147,146,136,631,233,750
2024-10-30,5404,643,137,140,129,675,120,739
2024-10-31,5097,734,125,140,139,521,204,763
2024-11-01,6177,717,137,152,162,720,196,901
2024-11-02,6592,816,153,184,192,720,211,820
2024-11-03,6939,871,138,159,156,720,202,805
2024-11-04,6259,672,135,146,147,720,186,764
2024-11-05,4705,629,126,145,132,380,147,765
2024-11-06,5395,554,131,145,134,517,247,717
2024-11-07,5522,593,125,171,147,720,233,774
2024-11-08,5702,725,147,195,154,720,262,915
2024-11-09,6278,805,129,143,129,720,280,905
2024-11-10,6088,708,148,198,185,720,266,921
2024-11-11,5410,623,128,132,138,584,261,779
2024-11-12,6000,536,153,122,123,720,272,768
2024-11-13,5415,595,113,170,151,720,236,668
2024-11-14,5064,683,126,140,125,604,238,778
2024-11-15,6103,760,133,170,126,720,240,957
2024-11-16,5695,660,152,204,164,720,239,856
2024-11-17,6354,701,158,144,173,720,244,816
2024-11-18,5157,734,127,155,128,573,165,763
2024-11-19,5630,672,119,144,148,704,209,827
2024-11-20,5167,726,116,162,150,547,171,691
2024-11-21,5285,687,117,152,119,599,174,757
2024-11-22,6150,664,142,156,143,720,239,797
2024-11-23,6107,812,140,199,149,720,294,890
2024-11-24,5844,682,164,158,175,720,259,825
2024-11-25,5287,589,133,152,146,585,183,766
2024-11-26,5140,725,129,144,146,565,154,723
2024-11-27,5870,656,110,156,132,720,174,795
2024-11-28,4812,591,131,178,148,421,281,713
2024-11-29,6418,782,139,185,154,720,179,886
2024-11-30,6181,828,149,195,168,720,285,902
2024-12-01,6490,624,145,206,151,720,294,892
2024-12-02,4802,643,161,142,136,409,280,789
2024-12-03,5281,781,143,141,130,682,232,744
2024-12-04,4876,604,122,121,132,436,212,857
2024-12-05,5407,671,143,153,153,667,236,895
2024-12-06,6644,709,161,167,175,720,221,930
2024-12-07,6674,820,167,188,171,720,298,954
2024-12-08,6303,777,176,181,170,720,262,889
2024-12-09,5632,680,159,172,139,720,243,844
2024-12-10,5316,696,135,159,135,657,248,843
2024-12-11,5496,654,146,143,162,720,281,811
2024-12-12,5330,690,141,147,166,662,195,864
2024-12-13,6359,708,147,208,195,720,318,960
2024-12-14,6520,808,163,194,159,720,324,910
2024-12-15,6215,818,149,157,185,720,266,896
2024-12-16,5947,742,134,136,142,720,239,802
2024-12-17,5574,736,136,166,133,720,220,805
2024-12-18,5698,654,137,157,134,720,165,859
2024-12-19,5778,727,116,143,166,720,279,834
2024-12-20,6509,726,169,161,152,720,305,916
2024-12-21,6360,784,143,169,160,720,245,880
2024-12-22,6527,831,141,176,195,720,283,921
2024-12-23,5883,703,131,159,148,720,178,842
2024-12-24,5873,609,133,153,131,678,204,786
2024-12-25,4996,695,150,173,145,416,260,803
2024-12-26,5649,818,127,106,132,720,232,755
2024-12-27,5828,760,142,190,163,720,235,927
2024-12-28,6340,799,159,180,155,720,250,980
2024-12-29,5853,756,158,176,184,720,256,946
2024-12-30,6134,781,135,157,148,720,197,831
2024-12-31,6397,679,121,159,120,720,243,808
